stop_id,stop_name,stop_lat,stop_lon,stop_desc,location_type,location_accuracy,date_opened,date_opened_min,date_opened_max,date_precision,date_closed
n00887,"Node (41.338,-71.938)",41.337946,-71.937569,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n00888,"Node (41.338,-71.943)",41.337847,-71.94334,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n00889,"Node (43.175,-77.701)",43.174817,-77.700793,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n00890,"Node (43.168,-77.664)",43.168008,-77.664401,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n00891,"Node (43.211,-77.940)",43.21061,-77.940105,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n00892,"Node (43.253,-79.044)",43.25259,-79.044431,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n00893,"Node (41.566,-72.650)",41.566148,-72.65043,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n00894,"Node (42.857,-78.851)",42.856809,-78.850604,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n00895,"Node (42.844,-78.845)",42.843831,-78.8446,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n00896,"Node (42.834,-78.840)",42.83421,-78.839504,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n00897,"Node (42.809,-78.835)",42.809407,-78.834506,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n00898,"Node (42.552,-79.159)",42.551908,-79.158849,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n00899,"Node (42.544,-79.182)",42.543549,-79.182125,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n00900,"Node (42.551,-79.164)",42.55103,-79.16387,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n00901,"Node (42.474,-79.357)",42.473702,-79.357204,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n00902,"Node (42.128,-80.059)",42.128407,-80.058902,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n00903,"Node (42.108,-80.113)",42.108128,-80.112659,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n00904,"Node (42.040,-80.264)",42.040192,-80.263904,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n00905,"Node (42.241,-79.762)",42.241476,-79.762147,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n00906,"Node (41.673,-72.867)",41.673207,-72.866998,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n00907,"Node (41.579,-73.050)",41.57906,-73.049928,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n00908,"Node (41.549,-73.045)",41.548509,-73.044801,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n00909,"Node (42.756,-77.044)",42.756345,-77.043711,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n00910,"Node (42.596,-76.956)",42.595982,-76.956111,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n00911,"Node (42.889,-77.277)",42.888837,-77.276942,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n00912,"Node (42.350,-76.885)",42.349679,-76.884921,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n00913,"Node (41.597,-72.886)",41.597409,-72.885804,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n00914,"Node (41.700,-72.185)",41.700463,-72.185319,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n00915,"Node (42.032,-72.322)",42.031991,-72.322188,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n00916,"Node (42.672,-78.094)",42.672444,-78.093562,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n00917,"Node (42.327,-77.665)",42.326604,-77.664607,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n00918,"Node (41.800,-73.126)",41.79984,-73.125696,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n00919,"Node (42.104,-75.913)",42.104039,-75.913134,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n00920,"Node (42.155,-77.085)",42.15537,-77.08504,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n00921,"Node (41.491,-74.009)",41.490907,-74.009103,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n00922,"Node (41.458,-74.062)",41.45831,-74.062402,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n00923,"Node (42.476,-79.324)",42.475724,-79.323894,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n00924,"Node (41.450,-74.221)",41.450311,-74.22104,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n00925,"Node (42.421,-78.976)",42.420861,-78.976001,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n00926,"Node (42.165,-78.740)",42.164704,-78.739658,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n00927,"Node (42.167,-78.693)",42.166806,-78.69276,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n00928,"Node (42.094,-78.441)",42.093575,-78.440967,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n00929,"Node (42.108,-78.652)",42.108269,-78.651828,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n00930,"Node (40.970,-74.127)",40.969907,-74.126703,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n00931,"Node (41.475,-74.404)",41.475137,-74.40394,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n00932,"Node (41.406,-74.741)",41.406094,-74.741229,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n00933,"Node (41.482,-74.988)",41.481843,-74.987986,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n00934,"Node (41.999,-75.585)",41.999027,-75.584986,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n00935,"Node (41.815,-75.080)",41.815274,-75.0805,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n00936,"Node (41.998,-75.758)",41.997989,-75.757649,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n00937,"Node (41.565,-75.031)",41.56486,-75.031078,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n00938,"Node (41.456,-74.114)",41.455815,-74.114328,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n00939,"Node (42.553,-77.592)",42.552964,-77.592242,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n00940,"Node (42.327,-77.311)",42.326932,-77.311145,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n00941,"Node (40.758,-74.013)",40.758494,-74.012547,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n00942,"Node (41.478,-73.610)",41.477658,-73.61033,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n00943,"Node (41.803,-73.560)",41.803273,-73.559793,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n00944,"Node (41.443,-73.616)",41.443303,-73.615831,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n00945,"Node (41.301,-72.377)",41.301007,-72.376901,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n00946,"Node (41.324,-72.184)",41.323977,-72.184001,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n00947,"Node (41.316,-73.083)",41.316407,-73.082605,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n00948,"Node (41.478,-75.563)",41.478013,-75.562601,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n00949,"Node (41.411,-75.673)",41.410557,-75.673128,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n00950,"Node (41.030,-73.930)",41.029607,-73.929704,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n00951,"Node (40.811,-74.020)",40.810609,-74.019502,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n00952,"Node (40.818,-74.014)",40.818207,-74.013902,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n00953,"Node (40.791,-74.033)",40.790806,-74.032899,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n00954,"Node (40.772,-74.045)",40.77221,-74.045099,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n00955,"Node (40.748,-74.065)",40.74751,-74.064699,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n00956,"Node (41.015,-73.942)",41.014624,-73.941652,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n00957,"Node (43.448,-71.648)",43.44783,-71.648231,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n00958,"Node (43.444,-71.647)",43.444257,-71.647302,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n00959,"Node (43.446,-71.656)",43.445995,-71.655543,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n00960,"Node (43.292,-71.575)",43.291677,-71.575187,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n00961,"Node (41.442,-75.672)",41.442307,-75.672403,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n00962,"Node (41.347,-75.740)",41.34731,-75.740099,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n00963,"Node (41.328,-75.746)",41.328309,-75.746401,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n00964,"Node (41.274,-75.831)",41.273507,-75.8314,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n00965,"Node (41.252,-75.861)",41.252309,-75.860903,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n00966,"Node (41.973,-75.748)",41.97281,-75.747629,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n00967,"Node (41.388,-75.699)",41.388108,-75.699099,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n00968,"Node (41.261,-75.864)",41.260907,-75.864306,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n00969,"Node (41.368,-75.723)",41.368205,-75.723027,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n00970,"Node (40.706,-73.621)",40.706046,-73.621347,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n00971,"Node (40.679,-75.173)",40.678952,-75.173166,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n00972,"Node (40.650,-75.115)",40.649571,-75.115137,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n00973,"Node (40.707,-74.958)",40.707291,-74.958299,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n00974,"Node (42.015,-80.318)",42.014523,-80.318157,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n00975,"Node (43.326,-88.717)",43.326065,-88.717215,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n00976,"Node (43.191,-88.735)",43.190537,-88.734618,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n00977,"Node (42.930,-88.839)",42.929924,-88.839064,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n00978,"Node (42.781,-88.966)",42.780823,-88.965689,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n00979,"Node (42.553,-88.862)",42.552506,-88.862471,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n00980,"Node (43.533,-88.734)",43.532933,-88.733763,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n00981,"Node (43.639,-88.735)",43.63881,-88.734671,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n00982,"Node (43.029,-87.942)",43.028508,-87.94171,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n00983,"Node (43.028,-87.910)",43.027695,-87.910399,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n00984,"Node (43.024,-87.964)",43.024006,-87.964209,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n00985,"Node (43.024,-87.994)",43.024361,-87.993796,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n00986,"Node (43.009,-87.995)",43.009407,-87.994604,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n00987,"Node (43.010,-88.039)",43.010209,-88.038908,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n00988,"Node (43.021,-88.220)",43.021107,-88.220106,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n00989,"Node (41.951,-80.548)",41.951016,-80.54771,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n00990,"Node (41.946,-80.578)",41.945923,-80.577686,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n00991,"Node (41.863,-80.790)",41.862633,-80.789631,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n00992,"Node (41.786,-81.007)",41.785561,-81.007038,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n00993,"Node (41.758,-81.131)",41.758496,-81.131405,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n00994,"Node (41.726,-81.257)",41.725709,-81.257206,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n00995,"Node (41.694,-81.313)",41.693627,-81.313274,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n00996,"Node (41.582,-81.534)",41.582379,-81.533909,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n00997,"Node (41.556,-81.591)",41.556008,-81.590504,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n00998,"Node (41.518,-81.672)",41.51764,-81.671581,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n00999,"Node (42.294,-83.128)",42.293606,-83.128407,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n01000,"Node (42.278,-83.138)",42.278145,-83.13786,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n01001,"Node (42.273,-83.139)",42.272812,-83.139355,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n01002,"Node (42.243,-83.149)",42.242539,-83.149197,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n01003,"Node (42.142,-83.184)",42.141606,-83.183842,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n01004,"Node (42.130,-83.194)",42.129952,-83.193905,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n01005,"Node (41.913,-83.384)",41.912572,-83.384341,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n01006,"Node (42.311,-85.170)",42.311409,-85.170308,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n01007,"Node (42.295,-85.579)",42.295296,-85.57929,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n01008,"Node (41.803,-86.712)",41.802761,-86.712492,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n01009,"Node (41.709,-86.909)",41.709107,-86.909361,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n01010,"Node (41.723,-86.894)",41.723309,-86.893606,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n01011,"Node (41.760,-86.801)",41.760248,-86.800947,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n01012,"Node (40.945,-75.747)",40.944588,-75.747118,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n01013,"Node (40.871,-75.738)",40.871014,-75.737963,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n01014,"Node (40.859,-75.717)",40.859391,-75.716761,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n01015,"Node (40.800,-75.619)",40.799981,-75.619242,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n01016,"Node (40.600,-75.447)",40.599709,-75.447199,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n01017,"Node (40.599,-75.457)",40.598904,-75.456964,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n01018,"Node (40.615,-75.375)",40.614609,-75.374704,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n01019,"Node (40.540,-75.485)",40.539807,-75.485003,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n01020,"Node (40.511,-75.605)",40.511498,-75.605379,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n01021,"Node (40.504,-75.710)",40.504002,-75.709948,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n01022,"Node (40.410,-75.930)",40.410008,-75.930201,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n01023,"Node (42.502,-89.010)",42.502308,-89.009604,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n01024,"Node (41.486,-81.632)",41.48631,-81.632206,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n01025,"Node (41.481,-81.627)",41.481267,-81.627245,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n01026,"Node (41.478,-81.625)",41.47791,-81.624607,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n01027,"Node (41.453,-81.624)",41.452885,-81.624317,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n01028,"Node (41.490,-81.678)",41.489502,-81.678448,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n01029,"Node (41.483,-81.662)",41.48349,-81.661823,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n01030,"Node (41.478,-81.703)",41.477604,-81.703007,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n01031,"Node (41.465,-81.629)",41.464821,-81.629253,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n01032,"Node (41.451,-81.628)",41.451199,-81.627834,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n01033,"Node (41.447,-81.627)",41.44711,-81.626705,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n01034,"Node (41.433,-81.603)",41.433175,-81.603466,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n01035,"Node (41.395,-81.542)",41.394547,-81.541699,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n01036,"Node (41.203,-81.377)",41.203106,-81.376904,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n01037,"Node (41.172,-81.312)",41.171608,-81.311604,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n01038,"Node (41.148,-81.251)",41.148407,-81.250805,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n01039,"Node (41.143,-81.243)",41.14301,-81.242802,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n01040,"Node (40.926,-81.101)",40.925908,-81.101101,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n01041,"Node (40.922,-81.095)",40.921807,-81.095402,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n01042,"Node (40.916,-81.091)",40.916409,-81.090603,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n01043,"Node (40.753,-81.068)",40.753186,-81.06776,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n01044,"Node (40.724,-81.110)",40.724175,-81.110294,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n01045,"Node (40.710,-81.152)",40.709656,-81.152325,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n01046,"Node (40.568,-80.662)",40.568135,-80.662357,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n01047,"Node (40.642,-80.519)",40.642278,-80.518996,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n01048,"Node (40.340,-75.949)",40.340127,-75.948824,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n01049,"Node (40.322,-76.027)",40.321908,-76.027399,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n01050,"Node (40.342,-76.440)",40.342415,-76.440211,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n01051,"Node (40.586,-77.587)",40.586216,-77.586886,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n01052,"Node (40.332,-76.917)",40.331707,-76.917201,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n01053,"Node (40.267,-76.717)",40.266907,-76.717303,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n01054,"Node (40.573,-78.076)",40.573238,-78.076464,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n01055,"Node (40.406,-79.887)",40.406407,-79.886905,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n01056,"Node (40.410,-79.905)",40.410206,-79.904705,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n01057,"Node (40.431,-80.000)",40.430939,-80.000476,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n01058,"Node (40.415,-79.957)",40.415493,-79.956729,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n01059,"Node (40.389,-79.851)",40.388909,-79.850902,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n01060,"Node (40.392,-79.837)",40.392407,-79.8372,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n01061,"Node (40.391,-79.865)",40.390873,-79.865451,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n01062,"Node (40.387,-79.855)",40.386509,-79.854503,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n01063,"Node (40.394,-79.930)",40.394307,-79.929904,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n01064,"Node (41.481,-81.755)",41.48071,-81.754902,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n01065,"Node (41.479,-82.089)",41.478508,-82.089298,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n01066,"Node (41.462,-82.171)",41.461506,-82.170605,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n01067,"Node (41.420,-82.350)",41.420407,-82.350003,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n01068,"Node (41.388,-82.549)",41.388268,-82.548832,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n01069,"Node (41.270,-82.837)",41.269722,-82.837193,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n01070,"Node (41.243,-82.595)",41.243168,-82.594654,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n01071,"Node (41.461,-81.740)",41.461209,-81.740406,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n01072,"Node (41.422,-81.797)",41.42191,-81.796505,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n01073,"Node (41.377,-81.862)",41.376976,-81.861637,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n01074,"Node (41.274,-82.058)",41.274308,-82.058407,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n01075,"Node (41.165,-82.226)",41.164532,-82.226101,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n01076,"Node (41.091,-82.389)",41.09058,-82.388661,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n01077,"Node (41.035,-82.512)",41.034767,-82.511868,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n01078,"Node (40.891,-82.658)",40.891335,-82.65775,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n01079,"Node (40.782,-82.738)",40.782429,-82.737896,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n01080,"Node (40.733,-82.785)",40.733204,-82.78484,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n01081,"Node (40.321,-83.013)",40.320889,-83.012677,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n01082,"Node (40.306,-83.048)",40.305802,-83.048024,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n01083,"Node (40.293,-83.083)",40.292839,-83.082615,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n01084,"Node (39.963,-83.012)",39.962509,-83.012005,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n01085,"Node (40.130,-75.204)",40.129509,-75.203501,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n01086,"Node (40.240,-75.285)",40.240307,-75.285005,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
n01087,"Node (40.103,-75.159)",40.103306,-75.158701,Railway network node (line endpoint / junction),0,1,18500101,18450101,18500101,window_1845_1850,
